Doc_Id,Sent_Id,Token,Pos_Tag,Ner_Tag
1,9,không,R,O
1,9,chỉ,R,O
1,9,để,E,O
1,9,tăng,V,O
1,9,tính,N,O
1,9,thẩm_mỹ,N,O
1,9,mà,C,O
1,9,còn,R,O
1,9,giúp,V,O
1,9,tăng,V,O
1,9,độ,N,O
1,9,bền_bỉ,A,O
1,9,",",F,O
1,9,chống,V,B-Inf
1,9,ăn_mòn,N,I-Inf
1,9,",",F,O
1,9,trầy_xước,N,O
1,9,.,F,O
1,10,Tròng,Np,B-Cat
1,10,kính,V,I-Cat
1,10,màu,N,O
1,10,có,V,O
1,10,tác_dụng,N,O
1,10,làm,V,O
1,10,dịu,A,B-Inf
1,10,mắt,N,I-Inf
1,10,khi,N,O
1,10,đi_ngoài_trời,V,O
1,10,mà,C,O
1,10,vẫn,R,O
1,10,bảo_đảm,V,O
1,10,tầm,N,B-Inf
1,10,nhìn,V,I-Inf
1,10,tốt,A,I-Inf
1,10,",",F,O
1,10,chịu,V,O
1,10,được,V,O
1,10,sự,Nc,O
1,10,tiếp_xúc,V,O
1,10,của,E,O
1,10,khói,N,O
1,10,bụi,N,O
1,10,",",F,O
1,10,trời,N,O
1,10,mưa,V,O
1,10,.,F,O
1,11,Loại,Nc,O
1,11,tròng,N,B-Cat
1,11,này,P,O
1,11,còndễ,V,O
1,11,dàngvệ,N,O
1,11,sinh,V,O
1,11,bằng,E,O
1,11,cách,N,O
1,11,lau,V,O
1,11,nhẹ,A,O
1,11,bằng,E,O
1,11,khăn,N,B-Cat
1,11,mềm,A,B-Inf
1,11,.,F,O
1,12,Tròng,Np,B-Cat
1,12,kính,V,I-Cat
1,12,cứng_cáp,A,B-Inf
1,12,",",F,O
1,12,dễ,A,O
1,12,làmsạch,V,B-Inf
1,12,Thiết_kế,V,O
1,12,đẹp_mắt,A,B-Inf
1,12,",",F,O
1,12,vừa_vặn,Nc,B-Inf
1,12,Mắt,Np,B-Cat
1,12,kínhcó,V,I-Cat
1,12,kiểu_dáng,N,B-Inf
1,12,khỏe_khoắn,N,I-Inf
1,12,",",F,O
1,12,ôm,V,O
1,12,vừa_vặn,N,O
1,12,gương_mặt,N,O
1,12,",",F,O
1,12,hạn_chế,V,O
1,12,việc,N,O
1,12,bị,V,O
1,12,lỏng_lẻo,V,O
1,12,hay,C,O
1,12,tuột,V,O
1,12,kính,N,O
1,12,.,F,O
1,13,Tròng,Np,B-Cat
1,13,kính,V,I-Cat
1,13,to,A,B-Inf
1,13,giúp,V,O
1,13,che_kín,V,B-Inf
1,13,toàn,R,O
1,13,bộvùng,V,O
1,13,mắt,N,O
1,13,",",F,O
1,13,đồng,N,O
1,13,thờiđược,V,O
1,13,gắn,V,O
1,13,chặt,A,O
1,13,vào,E,O
1,13,gọng,N,B-Cat
1,13,",",F,O
1,13,tạo,V,O
1,13,cảm_giác,N,O
1,13,ổn_định,A,B-Inf
1,13,và,C,O
1,13,chắc_chắn,A,B-Inf
1,13,khi,N,O
1,13,đeo,V,O
1,13,.,F,O
1,14,Các,L,O
1,14,khớp,N,O
1,14,nối,V,O
1,14,",",F,O
1,14,đinh_ốc,N,O
1,14,chất_lượng,N,O
1,14,được,R,O
1,14,gia_công,V,O
1,14,tỉ_mỉ,A,O
1,14,",",F,O
1,14,không,R,O
1,14,làm,V,O
1,14,ảnh_hưởng,N,O
1,14,đến,E,O
1,14,tính,N,O
1,14,thẩm_mỹ,N,O
1,14,của,E,O
1,14,sản_phẩm,N,O
1,14,màvẫn,N,O
1,14,giúp,V,O
1,14,bạnmở,N,O
1,14,/,F,O
1,14,gập,V,O
1,14,kính,V,B-Cat
1,14,một_cách,N,O
1,14,dễ_dàng,A,O
1,14,",",F,O
1,14,linh_hoạt,N,B-Inf
1,14,.,F,O
1,15,Được,Np,O
1,15,gia_công,V,O
1,15,tỉ_mỉ,A,O
1,15,",",F,O
1,15,chắc_chắn,A,B-Inf
1,15,Gọn_nhẹ,A,I-Inf
1,15,",",F,O
1,15,dễ,A,B-Inf
1,15,bảo_quản,V,I-Inf
1,15,Mắt_kính,N,B-Cat
1,15,xe_đạp,N,I-Cat
1,15,Dunlop,Np,B-Bra
1,15,3708,M,B-Mod
1,15,-,F,I-Mod
1,15,103,M,I-Mod
1,15,gọn_nhẹ,N,B-Inf
1,15,",",F,O
1,15,được,V,O
1,15,đựng,V,O
1,15,trong,E,O
1,15,túi,N,B-Cat
1,15,vải,N,I-Cat
1,15,và,C,O
1,15,đặt,V,O
1,15,trong,E,O
1,15,hộp,N,B-Cat
1,15,cứng_cáp,A,B-Inf
1,15,",",F,O
1,15,dễ_dàng,A,O
1,15,mang,V,O
1,15,theo,V,O
1,15,bên,N,O
1,15,người,N,O
1,15,khi,N,O
1,15,ra,V,O
1,15,ngoài,N,O
1,15,.,F,O
1,16,Với,E,O
1,16,chiếc,Nc,O
1,16,mắt_kính,N,B-Cat
1,16,thời_trang,N,O
1,16,này,P,O
1,16,",",F,O
1,16,đôi,M,O
1,16,mắt,N,O
1,16,của,E,O
1,16,bạn,N,O
1,16,sẽ,R,O
1,16,được,V,O
1,16,giữ_gìn,V,O
1,16,",",F,O
1,16,chăm_sóc,V,O
1,16,một_cách,N,O
1,16,tốt,A,O
1,16,nhất,A,O
1,16,",",F,O
1,16,ngay,R,O
1,16,cả,P,O
1,16,trong,E,O
1,16,những,L,O
1,16,chuyến,N,O
1,16,đi,V,O
1,16,dài,A,O
1,16,đầy,A,O
1,16,thử_thách,N,O
1,16,.,F,O
1,17,Gồm1,Np,O
1,17,gọng,V,B-Cat
1,17,kính,N,I-Cat
1,17,",",F,O
1,17,4cặp,M,O
1,17,tròng,Nu,B-Cat
1,17,",",F,O
1,17,túi,N,B-Cat
1,17,vải,N,I-Cat
1,17,và,C,O
1,17,hộp,N,B-Cat
1,17,đựng,V,I-Cat
1,17,tiện_lợi,N,B-Inf
1,17,Thông_tin,N,O
1,17,thương_hiệu,N,O
1,17,​,N,O
1,17,DUNLOP,Ny,B-Bra
1,17,là,V,O
1,17,thương_hiệu,N,O
1,17,thể_thao,N,O
1,17,hàng_đầu,N,O
1,17,thế_giới,N,O
1,17,có,V,O
1,17,trụ_sở,N,O
1,17,tại,E,O
1,17,Anh,Np,O
1,17,quốc,V,O
1,17,với,E,O
1,17,lịch_sử,N,O
1,17,phát_triển,V,O
1,17,hơn,A,O
1,17,100,M,O
1,17,năm,N,O
1,17,.,F,O
1,18,Thương_hiệu,N,O
1,18,cung_cấp,V,O
1,18,rất,R,O
1,18,nhiều,A,O
1,18,sản_phẩm,N,O
1,18,sử_dụng,V,O
1,18,trong,E,O
1,18,tennis,N,O
1,18,",",F,O
1,18,squash,N,O
1,18,",",F,O
1,18,bóng_bàn,N,O
1,18,",",F,O
1,18,golf,N,O
1,18,",",F,O
1,18,cầu_lông,N,O
1,18,và,C,O
1,18,các,L,O
1,18,sản_phẩm,N,O
1,18,quần_áo,N,B-Cat
1,18,",",F,O
1,18,giầy,N,B-Cat
1,18,",",F,O
1,18,tất,N,B-Cat
1,18,và,C,O
1,18,các,L,O
1,18,phụ_kiện,N,O
1,18,khác,A,O
1,18,.,F,O
1,19,DUNLOP,Ny,B-Bra
1,19,được,V,O
1,19,biết,V,O
1,19,đến,V,O
1,19,với,E,O
1,19,sản_phẩm,N,O
1,19,đạt,V,O
1,19,chất,N,O
1,19,lương,N,O
1,19,hàng_đầu,N,O
1,19,thế_giới,N,O
1,19,",",F,O
1,19,bên,N,O
1,19,cạnh,N,O
1,19,đó,P,O
1,19,DUNLOP,Ny,B-Bra
1,19,luôn,R,O
1,19,không,R,O
1,19,ngừng,V,O
1,19,sáng_tạo,V,O
1,19,",",F,O
1,19,liên_tục,A,O
1,19,nghiên_cứu,V,O
1,19,và,C,O
1,19,ứng_dụng,V,O
1,19,công_nghệ,N,O
1,19,mới,R,O
1,19,vào,V,O
1,19,sản_phẩm,N,O
1,19,nhằm,N,O
1,19,mang,V,O
1,19,lại,R,O
1,19,cho,E,O
1,19,người,N,O
1,19,sử_dụng,V,O
1,19,những,L,O
1,19,sản_phẩm,N,O
1,19,tốt,A,O
1,19,nhất,R,O
1,19,.,F,O
2,20,-,F,O
2,20,Thiết_kế,V,O
2,20,3,M,O
2,20,lớp,Nc,O
2,20,bảo_vệ,N,O
2,20,.,F,O
2,21,-,F,O
2,21,Khả_năng,N,O
2,21,lọc,V,B-Inf
2,21,bụi,V,I-Inf
2,21,lên,R,O
2,21,đến,T,O
2,21,99,M,O
2,21,%,Nu,O
2,21,.,F,O
2,22,-,F,O
2,22,Mềm_mại,N,B-Inf
2,22,",",F,O
2,22,thông_thoáng,N,B-Inf
2,22,",",F,O
2,22,không,R,B-Inf
2,22,gây,V,I-Inf
2,22,khó_chịu,A,I-Inf
2,22,cho,E,O
2,22,người,N,O
2,22,dùng,V,O
2,22,.,F,O
2,23,*,F,O
2,23,Sản_phẩm,N,O
2,23,có,V,O
2,23,nhiều,A,B-Inf
2,23,màu,N,I-Inf
2,23,",",F,O
2,23,giao,V,O
2,23,màu,N,O
2,23,ngẫu_nhiên,A,O
2,23,.,F,O
2,24,Size,Np,B-Inf
2,24,M,Ny,I-Inf
2,24,Xuất_xứ,N,O
2,24,Việt_Nam,Np,O
2,24,Quy_cách,V,O
2,24,đóng_gói,Nc,O
2,24,Túi,Np,O
2,24,Hướng_dẫn,V,O
2,24,sử_dụng,V,O
2,24,Giặt,Np,O
2,24,được,V,O
2,24,thường_xuyên,A,O
2,24,.,F,O
2,25,Thiết_kế,V,O
2,25,3,M,O
2,25,lớp,Nc,O
2,25,bảo_vệ,N,O
2,25,Khẩu_trang,N,B-Cat
2,25,sợi,Nc,I-Cat
2,25,hoạt_tính,N,I-Cat
2,25,Mimosa,Np,B-Bra
2,25,có,V,O
2,25,thiết_kế,V,O
2,25,vượt_trội,N,O
2,25,với,E,O
2,25,3,M,O
2,25,lớp,Nc,O
2,25,vải,N,O
2,25,bảo_vệ,V,O
2,25,:,F,O
2,25,Vải,N,O
2,25,cotton,A,O
2,25,100,M,O
2,25,%,Nu,O
2,25,hoặc,C,O
2,25,lụa,N,O
2,25,tơ_tằm,N,O
2,25,cao_cấp,A,O
2,25,;,F,O
2,25,màng,N,O
2,25,sợi,V,O
2,25,hoạt_tính,N,O
2,25,ngăn,V,B-Inf
2,25,không_khí,N,I-Inf
2,25,ô_nhiễm,A,I-Inf
2,25,;,F,O
2,25,lưới,N,O
2,25,mỏng,A,B-Inf
2,25,tạo,V,O
2,25,độ,N,O
2,25,thoáng,A,B-Inf
2,25,.,F,O
2,26,Khả_năng,N,O
2,26,lọc,V,B-Inf
2,26,bụi,V,I-Inf
2,26,lên,R,O
2,26,đến,T,O
2,26,99,M,O
2,26,%,Nu,O
2,26,Màng,Np,O
2,26,hoạt_tính,N,O
2,26,giúp,V,O
2,26,ngăn_chặn,N,O
2,26,99,M,O
2,26,%,Nu,O
2,26,các,L,O
2,26,hạt,Nc,O
2,26,bụi,N,O
2,26,cực,A,O
2,26,nhỏ,A,O
2,26,(,F,O
2,26,nhỏ,A,O
2,26,hơn,A,O
2,26,0.3,M,O
2,27,micron,Nu,O
2,27,),F,O
2,27,thâm_nhập,V,O
2,27,vào,E,O
2,27,đường,N,O
2,27,hô_hấp,V,O
2,27,.,F,O
2,28,Sản_phẩm,N,O
2,28,giúp,V,O
2,28,bảo_vệ,V,O
2,28,sức_khỏe,N,O
2,28,và,C,O
2,28,được,V,O
2,28,Bộ,N,O
2,28,Y_tế,N,O
2,28,khuyên,V,O
2,28,dùng,V,O
2,28,.,F,O
2,29,Mềm_mại,N,B-Inf
2,29,",",F,O
2,29,thông_thoáng,N,B-Inf
2,29,",",F,O
2,29,không,R,B-Inf
2,29,gây,V,I-Inf
2,29,khó_chịu,A,I-Inf
2,29,cho,E,O
2,29,người,N,O
2,29,dùng,V,O
2,29,Với,E,O
2,29,chất_liệu,N,O
2,29,lớp,N,O
2,29,vỏ,N,O
2,29,là,V,O
2,29,lụa,N,O
2,29,tơ_tằm,N,O
2,29,tự_nhiên,A,O
2,29,hoặc,C,O
2,29,vải,N,O
2,29,cotton,V,O
2,29,100,M,O
2,29,%,Nu,O
2,29,giúp,V,O
2,29,thoáng_khí,N,B-Inf
2,29,",",F,O
2,29,mang,V,O
2,29,đến,V,O
2,29,cảm_giác,N,O
2,29,thông_thoáng,A,B-Inf
2,29,và,C,O
2,29,dễ_thở,N,B-Inf
2,29,khi,N,O
2,29,sử_dụng,V,O
2,29,.,F,O
2,30,Dây_quai,V,B-Cat
2,30,tai,N,I-Cat
2,30,êm,A,B-Inf
2,30,",",F,O
2,30,dễ,A,O
2,30,điều_chỉnh,V,O
2,30,phù_hợp,V,O
2,30,với,E,O
2,30,khuôn_mặt,N,O
2,30,từng,R,O
2,30,người,N,O
2,30,.,F,O
2,31,Kẹp,V,B-Cat
2,31,mũi,N,I-Cat
2,31,mềm,A,B-Inf
2,31,",",F,O
2,31,chắc,A,O
2,31,",",F,O
2,31,luôn,R,O
2,31,tạo,V,O
2,31,độ,N,O
2,31,vừa,R,O
2,31,khít,V,O
2,31,với,E,O
2,31,khuôn_mặt,N,O
3,32,*,F,O
3,32,Màu_sắc,N,O
3,32,phụ_tùng,N,O
3,32,của,E,O
3,32,sản_phẩm,N,O
3,32,có_thể,R,O
3,32,thay_đổi,V,O
3,32,tùy,R,O
3,32,thuộc,V,O
3,32,vào,E,O
3,32,Nhà_cung_cấp,N,O
3,32,.,F,O
3,33,-,F,O
3,33,Thiết_kế,V,O
3,33,vận_hành,V,O
3,33,tối_ưu,N,O
3,33,.,F,O
3,34,-,F,O
3,34,Được,V,O
3,34,cấp,V,O
3,34,bằng,N,O
3,34,sáng_chế,V,O
3,34,tại,E,O
3,34,Mỹ,Np,O
3,34,.,F,O
3,35,-,F,O
3,35,Lắp_ráp,V,O
3,35,đơn_giản,A,O
3,35,.,F,O
3,36,Màu_sắc,N,O
3,36,Vàng,N,B-Inf
3,36,Trọng_lượng,N,O
3,36,2.9,M,B-Inf
3,37,kg,Nu,B-Inf
3,37,Model_Sport,Np,B-Mod
3,37,ST,Np,I-Mod
3,37,-,F,I-Mod
3,37,SYE,Ny,I-Mod
3,37,Bảo_hành,V,O
3,37,12,M,O
3,37,tháng,N,O
3,37,.,F,O
3,38,Xe,N,B-Cat
3,38,thăng_bằng,N,I-Cat
3,38,trẻ_em,N,I-Cat
3,38,Strider_Sport,Np,B-Bra
3,38,ST,Np,B-Mod
3,38,-,F,I-Mod
3,38,SYE,Ny,I-Mod
3,38,(,F,O
3,38,Vàng,Np,B-Inf
3,38,),F,O
3,38,là,V,O
3,38,dòng,N,O
3,38,xe,N,O
3,38,dành,V,O
3,38,cho,E,O
3,38,các,L,O
3,38,bé,N,O
3,38,từ,E,O
3,38,18,M,O
3,38,tháng,N,O
3,38,đến,T,O
3,38,5,M,O
3,38,tuổi,Nu,O
3,38,",",F,O
3,38,với,E,O
3,38,thiết_kế,N,O
3,38,siêu,S,O
3,38,đơn_giản,A,O
3,38,đi,V,O
3,38,kèm,V,O
3,38,với,E,O
3,38,những,L,O
3,38,chi_tiết,N,O
3,38,cốt_lõi,N,O
3,38,đã,R,O
3,38,làm,V,O
3,38,cho,E,O
3,38,Strider,Np,B-Bra
3,38,trở_thành,V,O
3,38,nhãn_hiệu,N,O
3,38,được,V,O
3,38,yêu,V,O
3,38,thíchtrên,N,O
3,38,thế_giới,N,O
3,38,.,F,O
3,39,Xe,N,B-Cat
3,39,thăng_bằng,N,I-Cat
3,39,trẻ_em,N,I-Cat
3,39,Strider_Sport,Np,B-Bra
3,39,ST,Np,B-Mod
3,39,-,F,I-Mod
3,39,SYE,Ny,I-Mod
3,39,với,E,O
3,39,các,L,O
3,39,ưu_điểm,N,O
3,39,:,F,O
3,39,Tay_lái,N,O
3,39,độc_đáo,A,O
3,39,bằng,E,O
3,39,thép,N,B-Inf
3,39,đường_kính,N,O
3,39,12.7,M,B-Inf
3,40,mm,N,B-Inf
3,40,nhỏ,A,O
3,40,hơn,A,O
3,40,43,M,O
3,40,%,Nu,O
3,40,so,V,O
3,40,với,E,O
3,40,tay_lái,N,O
3,40,tiêu_chuẩn,N,O
3,40,cho,V,O
3,40,phép,N,O
3,40,điều_khiển,V,O
3,40,dễ,A,O
3,40,hơn,A,O
3,40,với,E,O
3,40,trẻ,N,O
3,40,tay,N,O
3,40,nhỏ,A,O
3,40,.,F,O
3,41,Tay,N,O
3,41,nắm,V,O
3,41,mini,A,O
3,41,bằng,E,O
3,41,Urethan_mềm,N,B-Inf
3,41,với,E,O
3,41,bảo_hộ,N,O
3,41,hai,M,O
3,41,đầu,N,O
3,41,.,F,O
3,42,Vòng,Np,B-Cat
3,42,kẹp,V,I-Cat
3,42,bằng,E,O
3,42,nhôm,N,B-Inf
3,42,tháo,V,O
3,42,mở,V,O
3,42,nhanh,A,O
3,42,cho,V,O
3,42,phép,N,O
3,42,điều_chỉnh,V,O
3,42,độ,N,O
3,42,cao_tay_lái,A,O
3,42,bằng,E,O
3,42,tay,N,O
3,42,trong,E,O
3,42,khoảng,N,O
3,42,46,M,O
3,42,-,F,O
3,42,56,M,O
3,42,cm,Nu,O
3,42,mà,C,O
3,42,không,R,O
3,42,cần,V,O
3,42,bất_cứ,R,O
3,42,dụng_cụ,N,O
3,42,nào,P,O
3,42,.,F,O
3,43,Tay_lái,N,O
3,43,tiêu_chuẩn,V,O
3,43,Bánh,Np,B-Cat
3,43,liền,R,B-Inf
3,43,khối,N,I-Inf
3,43,",",F,O
3,43,siêu,V,B-Inf
3,43,nhẹ,A,I-Inf
3,43,",",F,O
3,43,thiết_kế_vành,N,O
3,43,5,M,O
3,43,nan,Nu,O
3,43,với,E,O
3,43,10,M,O
3,43,vòng_bi,N,O
3,43,hỗ_trợ,V,O
3,43,và,C,O
3,43,các,L,O
3,43,vòng_đệm,N,O
3,43,tạo,V,O
3,43,ra_sức_mạnh,N,O
3,43,tối_đa,A,O
3,43,ở,E,O
3,43,trọng_lượng,N,O
3,43,nhẹ,A,B-Inf
3,43,nhất,R,O
3,43,có_thể,A,O
3,43,.,F,O
3,44,Bạc,Np,O
3,44,bi,V,O
3,44,kín,A,O
3,44,chất_lượng,N,O
3,44,hàng_đầu,N,O
3,44,giúp,V,O
3,44,bánh,N,O
3,44,quay,V,O
3,44,trơn_tru,R,O
3,44,và,C,O
3,44,không,R,O
3,44,bao_giờ,P,O
3,44,cần,V,O
3,44,điều_chỉnh,V,O
3,44,.,F,O
3,45,Bánh_xe,N,B-Cat
3,45,liền,A,B-Inf
3,45,khối,N,I-Inf
3,45,Lốp,Np,O
3,45,EVA,Ny,O
3,45,polymer,N,O
3,45,(,F,O
3,45,bọt,N,O
3,45,cao_su,N,O
3,45,công_nghiệp,N,O
3,45,ứng_dụng,V,O
3,45,cho,E,O
3,45,rất,R,O
3,45,nhiều,A,O
3,45,thiết_bị,N,O
3,45,thể_thao,N,O
3,45,cao_cấp,A,O
3,45,hiện_đại,A,O
3,45,),F,O
3,45,siêu,V,O
3,45,nhẹ,A,O
3,45,và,C,O
3,45,rất,R,O
3,45,bền,A,O
3,45,cho,E,O
3,45,chuyển_động,N,O
3,45,trơn_tru,A,O
3,45,",",F,O
3,45,êm_ái,A,O
3,45,.,F,O
3,46,Hơn,R,O
3,46,tất_cả,P,O
3,46,là,C,O
3,46,lốp,N,B-Cat
3,46,này,P,O
3,46,không,R,O
3,46,bao_giờ,P,O
3,46,cần,V,O
3,46,bơm,V,O
3,46,hơi,R,O
3,46,cũng,R,O
3,46,như,C,O
3,46,bị,V,O
3,46,xịt,V,O
3,46,lốp,N,B-Cat
3,46,.,F,O
3,47,Lốp,N,B-Cat
3,47,EVA,Ny,O
3,47,polymer,N,O
3,47,Yên_mini,N,O
3,47,bền,A,O
3,47,",",F,O
3,47,chịu,V,O
3,47,được,V,O
3,47,mọi,L,O
3,47,thời_tiết,N,O
3,47,được,V,O
3,47,thiết_kế,V,O
3,47,đặc_biệt,A,O
3,47,cho,E,O
3,47,trẻ,N,O
3,47,nhỏ,A,O
3,47,.,F,O
3,48,Thiết_kế,V,O
3,48,nhỏ,A,O
3,48,hơn,A,O
3,48,",",F,O
3,48,hẹp,A,O
3,48,hơn,R,O
3,48,và,C,O
3,48,nhẹ,A,O
3,48,hơn,R,O
3,48,so,V,O
3,48,với,E,O
3,48,yên,N,O
3,48,ngồi,V,O
3,48,thông_thường,A,O
3,48,tạo,V,O
3,48,thuận_lợi,N,O
3,48,cho,E,O
3,48,các,L,O
3,48,vị_trí,N,O
3,48,và,C,O
3,48,tư_thế,N,O
3,48,chuẩn,V,O
3,48,khi,N,O
3,48,đi,V,O
3,48,xe,N,O
3,48,.,F,O
3,49,Xe_Strider,Np,B-Cat
3,49,Sport_ST,V,B-Mod
3,49,-,F,I-Mod
3,49,SYE,Ny,I-Mod
3,49,cũng,R,O
3,49,bao_gồm,V,O
3,49,luôn,R,O
3,49,yên,A,B-Cat
3,49,và,C,O
3,49,cọc,N,B-Cat
3,49,yên,N,I-Cat
3,49,dài,A,B-Inf
3,49,cỡ,N,I-Inf
3,49,XL,Ny,I-Inf
3,49,để,E,O
3,49,phù_hợp,V,O
3,49,với,E,O
3,49,trẻ,N,O
3,49,trên,E,O
3,49,3,M,O
3,49,tuổi,Nu,O
3,49,và,C,O
3,49,cho,V,O
3,49,phép,N,O
3,49,điều_chỉnh,V,O
3,49,độ,N,O
3,49,cao,A,O
3,49,yên,A,O
3,49,tới,T,O
3,49,48cm,M,O
3,49,.,F,O
3,50,Yên,N,B-Cat
3,50,xe,N,I-Cat
3,50,thiết_kế,V,O
3,50,phù_hợp,V,B-Inf
3,50,với,E,I-Inf
3,50,trẻ,N,I-Inf
3,50,Vòng,Np,B-Cat
3,50,kẹp,V,I-Cat
3,50,bằng,E,O
3,50,nhôm,N,B-Inf
3,50,cho,V,O
3,50,phép,N,O
3,50,điều_chỉnh,V,O
3,50,độ,N,O
3,50,cao,A,O
3,50,yên,A,B-Cat
3,50,xe,N,I-Cat
3,50,trong,E,O
3,50,khoảng,N,O
3,50,28,M,B-Inf
3,50,-,F,I-Inf
3,50,41,M,I-Inf
3,50,cm,Nu,I-Inf
3,50,để,E,O
3,50,vừa_vặn,V,O
3,50,với,E,O
3,50,trẻ,A,O
3,50,.,F,O
3,51,Chỗ,N,O
3,51,để,E,O
3,51,chân,N,O
3,51,tích_hợp,N,O
3,51,khung,V,B-Cat
3,51,xe,N,I-Cat
3,51,độc_đáo,A,B-Inf
3,51,được,R,O
3,51,đặt,V,O
3,51,ở,E,O
3,51,vị_trí,N,O
3,51,phù_hợp,V,O
3,51,ngay,T,O
3,51,dưới,E,O
3,51,yên,N,B-Cat
3,51,cho,E,O
3,51,thăng_bằng,N,B-Inf
3,51,tự_nhiên,A,O
3,51,của,E,O
3,51,xe,N,B-Cat
3,51,.,F,O
3,52,Thiết_kế,V,O
3,52,vị_trí,N,O
3,52,này,P,O
3,52,cũng,R,O
3,52,tạo,V,O
3,52,điều_kiện,N,O
3,52,thuận_lợi,N,O
3,52,để,E,O
3,52,phát_triển,V,O
3,52,các,L,O
3,52,kỹ_năng,N,O
3,52,khó,A,O
